elapsed_s,temperature.gpu,temperature.gpu.tlimit,power.draw,utilization.gpu,memory.used,clocks_event_reasons.hw_thermal_slowdown,clocks_event_reasons.sw_thermal_slowdown,clocks_event_reasons.hw_power_brake_slowdown
4080.6,45,29,22.17,0,14341,Not Active,Not Active,Not Active
4090.7,45,29,22.17,1,14341,Not Active,Not Active,Not Active
4100.7,44,30,22.49,0,14341,Not Active,Not Active,Not Active
4110.8,44,30,22.30,3,14341,Not Active,Not Active,Not Active
4120.8,43,31,22.00,0,14341,Not Active,Not Active,Not Active
4130.9,43,31,21.39,0,14341,Not Active,Not Active,Not Active
4141.0,42,32,21.48,1,14341,Not Active,Not Active,Not Active
4151.0,42,32,21.53,0,14341,Not Active,Not Active,Not Active
4161.1,61,26,212.43,100,14341,Not Active,Not Active,Not Active
4171.1,48,26,128.84,0,11657,Not Active,Not Active,Not Active
4181.1,48,11,82.53,0,14329,Not Active,Not Active,Not Active
4191.2,48,26,118.64,0,11673,Not Active,Not Active,Not Active
4201.2,51,23,199.58,0,14233,Not Active,Not Active,Not Active
4211.3,46,28,22.08,0,14233,Not Active,Not Active,Not Active
4221.3,45,29,22.37,0,14233,Not Active,Not Active,Not Active
4231.4,44,30,22.12,0,14233,Not Active,Not Active,Not Active
4241.4,44,30,22.00,0,14233,Not Active,Not Active,Not Active
4251.5,43,31,21.76,0,14233,Not Active,Not Active,Not Active
4261.5,43,31,21.57,0,14233,Not Active,Not Active,Not Active
4271.6,42,32,22.05,0,14233,Not Active,Not Active,Not Active
4281.6,42,32,21.83,0,14233,Not Active,Not Active,Not Active
4291.7,42,32,21.65,0,10729,Not Active,Not Active,Not Active
4301.8,45,29,40.22,0,11715,Not Active,Not Active,Not Active
4311.8,50,25,125.54,0,11865,Not Active,Not Active,Not Active
4321.9,61,11,146.76,99,14255,Not Active,Not Active,Not Active
4331.9,49,26,80.12,0,11793,Not Active,Not Active,Not Active
4342.0,45,29,22.08,0,11793,Not Active,Not Active,Not Active
4352.0,45,30,22.04,0,11793,Not Active,Not Active,Not Active
4362.1,44,30,21.91,1,11793,Not Active,Not Active,Not Active
4372.1,43,31,22.00,0,11793,Not Active,Not Active,Not Active
4382.2,43,31,21.60,0,11793,Not Active,Not Active,Not Active
4392.2,43,31,21.90,0,11793,Not Active,Not Active,Not Active
4402.2,42,32,21.66,0,11793,Not Active,Not Active,Not Active
4412.3,42,32,21.33,0,11793,Not Active,Not Active,Not Active
4422.3,42,32,21.85,0,11793,Not Active,Not Active,Not Active
4432.4,52,25,131.70,87,11779,Not Active,Not Active,Not Active
4442.4,49,25,274.39,0,14485,Not Active,Not Active,Not Active
4452.5,48,26,129.91,0,11749,Not Active,Not Active,Not Active
4462.5,63,7,133.76,100,14271,Not Active,Not Active,Not Active
4472.6,46,28,22.66,0,11661,Not Active,Not Active,Not Active
4482.6,45,29,22.83,0,11661,Not Active,Not Active,Not Active
4492.7,44,30,22.07,1,11661,Not Active,Not Active,Not Active
4502.7,44,30,21.97,1,11661,Not Active,Not Active,Not Active
4512.7,43,31,22.94,0,11661,Not Active,Not Active,Not Active
4522.9,43,31,21.85,0,11661,Not Active,Not Active,Not Active
4532.9,42,32,21.41,0,11661,Not Active,Not Active,Not Active
4543.0,42,32,21.17,0,11661,Not Active,Not Active,Not Active
4553.0,42,32,21.57,0,11661,Not Active,Not Active,Not Active
4563.1,42,30,24.31,1,14299,Not Active,Not Active,Not Active
4573.1,48,28,84.93,0,11715,Not Active,Not Active,Not Active
4583.2,49,26,87.55,100,11639,Not Active,Not Active,Not Active
4593.2,48,26,126.80,0,14293,Not Active,Not Active,Not Active
4603.3,51,14,103.86,45,11747,Not Active,Not Active,Not Active
4613.3,47,27,40.44,0,11749,Not Active,Not Active,Not Active
4623.4,45,29,22.18,0,11749,Not Active,Not Active,Not Active
4633.4,44,30,21.92,0,11749,Not Active,Not Active,Not Active
4643.5,44,30,22.05,0,11749,Not Active,Not Active,Not Active
4653.5,43,31,21.55,0,11749,Not Active,Not Active,Not Active
4663.6,43,31,21.62,0,11749,Not Active,Not Active,Not Active
4673.6,42,32,21.93,0,11749,Not Active,Not Active,Not Active
4683.6,42,32,21.59,0,11749,Not Active,Not Active,Not Active
4693.7,42,32,21.51,0,11749,Not Active,Not Active,Not Active
4703.7,42,32,21.40,1,11749,Not Active,Not Active,Not Active
4713.8,50,25,160.73,0,11745,Not Active,Not Active,Not Active
4724.0,50,24,262.25,0,14317,Not Active,Not Active,Not Active
4734.0,64,22,266.74,100,14355,Not Active,Not Active,Not Active
4744.1,47,28,40.42,0,11749,Not Active,Not Active,Not Active
4754.1,45,29,21.84,0,11749,Not Active,Not Active,Not Active
4764.2,44,30,21.72,1,11749,Not Active,Not Active,Not Active
4774.2,44,30,21.91,0,11749,Not Active,Not Active,Not Active
4784.3,43,31,22.03,0,11749,Not Active,Not Active,Not Active
4794.3,43,31,21.80,0,11749,Not Active,Not Active,Not Active
4804.4,42,32,21.66,0,11749,Not Active,Not Active,Not Active
4814.4,42,32,21.71,1,11749,Not Active,Not Active,Not Active
4824.4,42,32,21.88,0,11749,Not Active,Not Active,Not Active
4834.5,48,26,247.54,0,14313,Not Active,Not Active,Not Active
4844.6,52,24,206.14,41,11771,Not Active,Not Active,Not Active
4854.6,60,11,92.05,37,14345,Not Active,Not Active,Not Active
4864.7,47,27,39.99,0,14377,Not Active,Not Active,Not Active
4874.7,45,29,22.25,0,14377,Not Active,Not Active,Not Active
4884.8,44,30,22.07,0,14377,Not Active,Not Active,Not Active
4894.8,44,30,22.49,0,14377,Not Active,Not Active,Not Active
4904.9,43,31,21.65,0,14377,Not Active,Not Active,Not Active
4914.9,43,31,21.67,0,14377,Not Active,Not Active,Not Active
4925.0,43,31,22.00,0,14377,Not Active,Not Active,Not Active
4935.0,42,32,21.98,0,14377,Not Active,Not Active,Not Active
4945.1,42,32,22.29,0,14377,Not Active,Not Active,Not Active
4955.1,46,22,111.57,0,11791,Not Active,Not Active,Not Active
4965.2,57,23,273.35,100,14347,Not Active,Not Active,Not Active
4975.2,45,27,26.63,1,11753,Not Active,Not Active,Not Active
4985.3,46,28,40.13,0,11651,Not Active,Not Active,Not Active
4995.4,47,27,41.10,0,14303,Not Active,Not Active,Not Active
5005.5,45,29,22.37,0,14303,Not Active,Not Active,Not Active
5015.5,44,30,22.51,0,14303,Not Active,Not Active,Not Active
5025.6,44,30,22.28,1,14303,Not Active,Not Active,Not Active
5035.6,43,31,22.10,0,14303,Not Active,Not Active,Not Active
5045.6,43,31,22.56,0,14303,Not Active,Not Active,Not Active
5055.7,43,31,22.20,0,14303,Not Active,Not Active,Not Active
5065.7,42,32,22.23,0,14303,Not Active,Not Active,Not Active
5075.8,42,32,22.11,0,14303,Not Active,Not Active,Not Active
5085.8,57,28,138.56,46,11745,Not Active,Not Active,Not Active
5095.9,61,10,162.18,100,14199,Not Active,Not Active,Not Active
5105.9,48,26,123.30,0,11673,Not Active,Not Active,Not Active
5116.0,50,17,131.47,0,11229,Not Active,Not Active,Not Active
5126.0,49,12,83.96,0,14337,Not Active,Not Active,Not Active
5136.1,45,29,22.02,0,12043,Not Active,Not Active,Not Active
5146.1,45,29,22.08,0,12043,Not Active,Not Active,Not Active
5156.2,44,30,21.77,0,12043,Not Active,Not Active,Not Active
5166.2,43,31,22.21,0,12043,Not Active,Not Active,Not Active
5176.3,43,31,21.55,0,12043,Not Active,Not Active,Not Active
5186.3,43,31,21.53,1,12043,Not Active,Not Active,Not Active
5196.4,42,32,21.76,0,12043,Not Active,Not Active,Not Active
5206.4,42,32,21.22,0,12043,Not Active,Not Active,Not Active
5216.4,42,32,21.58,0,12043,Not Active,Not Active,Not Active
5226.5,49,26,124.62,0,10951,Not Active,Not Active,Not Active
5236.5,48,26,115.71,0,10729,Not Active,Not Active,Not Active
5246.6,59,20,203.75,100,11719,Not Active,Not Active,Not Active
5256.6,47,27,39.90,0,11455,Not Active,Not Active,Not Active
5266.7,45,29,22.64,0,11455,Not Active,Not Active,Not Active
5276.7,44,30,22.06,0,11455,Not Active,Not Active,Not Active
5286.7,44,30,21.99,0,11455,Not Active,Not Active,Not Active
5296.8,43,31,22.12,0,11455,Not Active,Not Active,Not Active
5306.8,43,31,21.92,0,11455,Not Active,Not Active,Not Active
5316.9,42,32,21.83,0,11455,Not Active,Not Active,Not Active
5326.9,42,32,21.73,0,11455,Not Active,Not Active,Not Active
5337.0,42,32,21.43,0,11455,Not Active,Not Active,Not Active
5347.0,61,11,160.43,100,14251,Not Active,Not Active,Not Active
5357.1,48,26,127.67,0,11497,Not Active,Not Active,Not Active
5367.2,50,25,228.10,0,14341,Not Active,Not Active,Not Active
5377.2,50,25,83.57,0,11965,Not Active,Not Active,Not Active
5387.3,45,29,22.43,0,11965,Not Active,Not Active,Not Active
5397.3,44,30,22.30,1,11965,Not Active,Not Active,Not Active
5407.4,44,30,22.02,0,11965,Not Active,Not Active,Not Active
5417.4,43,31,22.11,0,11965,Not Active,Not Active,Not Active
5427.5,43,31,21.92,0,11965,Not Active,Not Active,Not Active
5437.5,42,32,22.07,0,11965,Not Active,Not Active,Not Active
5447.6,42,32,21.74,0,11965,Not Active,Not Active,Not Active
5457.6,42,32,21.83,1,11965,Not Active,Not Active,Not Active
5467.7,42,32,22.12,0,11965,Not Active,Not Active,Not Active
5477.7,52,23,176.19,0,11759,Not Active,Not Active,Not Active
5487.8,45,29,40.41,0,11649,Not Active,Not Active,Not Active
5497.8,62,24,188.94,100,11739,Not Active,Not Active,Not Active
5507.9,47,27,39.94,0,11749,Not Active,Not Active,Not Active
5517.9,45,29,22.41,0,11761,Not Active,Not Active,Not Active
5527.9,44,30,21.99,0,11761,Not Active,Not Active,Not Active
5538.0,44,30,21.94,0,11761,Not Active,Not Active,Not Active
5548.0,43,31,21.80,0,11761,Not Active,Not Active,Not Active
5558.1,43,31,21.29,0,11761,Not Active,Not Active,Not Active
5568.2,42,31,21.86,0,11761,Not Active,Not Active,Not Active
5578.3,42,32,21.73,0,11761,Not Active,Not Active,Not Active
5588.3,42,32,22.02,0,11761,Not Active,Not Active,Not Active
5598.4,42,32,22.08,0,11761,Not Active,Not Active,Not Active
5608.4,50,24,193.02,20,11731,Not Active,Not Active,Not Active
5618.5,45,29,39.99,0,11693,Not Active,Not Active,Not Active
5628.5,49,26,255.19,0,14333,Not Active,Not Active,Not Active
5638.5,50,24,210.06,0,14309,Not Active,Not Active,Not Active
5648.6,47,27,39.85,0,14315,Not Active,Not Active,Not Active
5658.6,45,29,22.12,0,14303,Not Active,Not Active,Not Active
5668.7,44,30,22.25,0,14303,Not Active,Not Active,Not Active
5678.7,44,30,22.02,1,14303,Not Active,Not Active,Not Active
5688.8,43,31,22.29,0,14303,Not Active,Not Active,Not Active
5698.8,43,31,22.17,0,14303,Not Active,Not Active,Not Active
5708.9,42,32,22.04,0,14303,Not Active,Not Active,Not Active
5718.9,42,32,22.17,1,14303,Not Active,Not Active,Not Active
5728.9,42,32,21.55,0,14303,Not Active,Not Active,Not Active
5739.0,61,22,197.93,100,11781,Not Active,Not Active,Not Active
5749.0,44,30,39.67,0,11503,Not Active,Not Active,Not Active
5759.1,51,13,57.10,100,14351,Not Active,Not Active,Not Active
5769.1,45,29,40.13,0,11817,Not Active,Not Active,Not Active
5779.2,49,25,83.44,0,11699,Not Active,Not Active,Not Active
5789.3,63,8,146.34,100,14397,Not Active,Not Active,Not Active
5799.4,45,29,22.33,0,14397,Not Active,Not Active,Not Active
5809.4,44,29,21.91,0,14397,Not Active,Not Active,Not Active
5819.4,44,30,22.95,0,14397,Not Active,Not Active,Not Active
5829.5,43,31,21.78,0,14397,Not Active,Not Active,Not Active
5839.5,43,31,21.69,0,14397,Not Active,Not Active,Not Active
5849.6,43,31,21.82,0,14397,Not Active,Not Active,Not Active
5859.6,42,32,22.10,1,14397,Not Active,Not Active,Not Active
5869.7,42,32,21.71,0,14397,Not Active,Not Active,Not Active
5879.7,42,32,21.59,0,14397,Not Active,Not Active,Not Active
5889.7,45,23,84.66,18,11771,Not Active,Not Active,Not Active
5899.8,45,29,40.33,0,11771,Not Active,Not Active,Not Active
5909.8,50,15,179.39,0,11703,Not Active,Not Active,Not Active
5919.9,65,22,259.60,68,14181,Not Active,Not Active,Not Active
5929.9,45,29,21.91,0,11609,Not Active,Not Active,Not Active
5940.0,45,29,22.14,0,11609,Not Active,Not Active,Not Active
5950.1,44,30,21.77,0,11609,Not Active,Not Active,Not Active
5960.1,43,31,21.87,0,11609,Not Active,Not Active,Not Active
5970.1,43,31,21.56,0,11609,Not Active,Not Active,Not Active
5980.2,43,31,21.95,0,11609,Not Active,Not Active,Not Active
5990.2,42,32,21.67,0,11609,Not Active,Not Active,Not Active
6000.3,42,32,21.78,0,11609,Not Active,Not Active,Not Active
6010.3,42,32,22.46,0,11609,Not Active,Not Active,Not Active
6020.4,44,30,59.37,0,11647,Not Active,Not Active,Not Active
6030.4,48,26,129.41,0,11511,Not Active,Not Active,Not Active
6040.5,62,14,132.45,100,14343,Not Active,Not Active,Not Active
6050.6,63,20,150.13,100,11783,Not Active,Not Active,Not Active
6060.6,46,27,26.28,0,11255,Not Active,Not Active,Not Active
6070.6,45,29,22.17,0,11521,Not Active,Not Active,Not Active
6080.7,44,30,22.07,0,11521,Not Active,Not Active,Not Active
6090.7,44,30,21.97,0,11521,Not Active,Not Active,Not Active
6100.8,43,31,21.96,0,11521,Not Active,Not Active,Not Active
6110.8,43,31,22.15,0,11521,Not Active,Not Active,Not Active
6120.9,42,32,22.10,0,11521,Not Active,Not Active,Not Active
6130.9,42,32,21.95,0,11521,Not Active,Not Active,Not Active
6141.0,42,32,21.64,0,11521,Not Active,Not Active,Not Active
6151.0,41,33,21.53,0,11521,Not Active,Not Active,Not Active
6161.1,48,13,166.11,34,14397,Not Active,Not Active,Not Active
6171.2,49,27,82.97,0,11747,Not Active,Not Active,Not Active
6181.2,46,28,40.69,0,11553,Not Active,Not Active,Not Active
6191.3,51,20,178.31,0,11789,Not Active,Not Active,Not Active
6201.3,45,29,22.13,0,11789,Not Active,Not Active,Not Active
6211.5,44,30,21.93,0,11789,Not Active,Not Active,Not Active
6221.5,44,30,21.82,0,11789,Not Active,Not Active,Not Active
6231.6,43,31,22.21,0,11789,Not Active,Not Active,Not Active
6241.6,43,31,21.45,0,11789,Not Active,Not Active,Not Active
6251.7,42,32,21.85,0,11789,Not Active,Not Active,Not Active
6261.7,42,32,22.06,0,11789,Not Active,Not Active,Not Active
6271.7,42,32,21.62,0,11789,Not Active,Not Active,Not Active
6281.8,42,32,21.91,1,11789,Not Active,Not Active,Not Active
6291.8,61,10,154.33,100,14363,Not Active,Not Active,Not Active
6301.9,47,27,80.78,0,11609,Not Active,Not Active,Not Active
6311.9,51,24,276.97,0,14247,Not Active,Not Active,Not Active
6322.0,48,26,82.88,0,11741,Not Active,Not Active,Not Active
6332.0,49,25,85.21,0,11559,Not Active,Not Active,Not Active
6342.1,46,28,40.34,0,11807,Not Active,Not Active,Not Active
6352.1,44,30,22.17,0,11807,Not Active,Not Active,Not Active
6362.2,44,30,22.16,0,11807,Not Active,Not Active,Not Active
6372.2,43,31,21.74,0,11807,Not Active,Not Active,Not Active
6382.3,43,31,21.95,0,11807,Not Active,Not Active,Not Active
6392.3,43,31,22.34,0,11807,Not Active,Not Active,Not Active
6402.3,42,32,21.74,0,11807,Not Active,Not Active,Not Active
6412.4,42,32,21.85,0,11807,Not Active,Not Active,Not Active
6422.4,42,32,21.46,0,11807,Not Active,Not Active,Not Active
6432.5,60,14,159.76,100,14405,Not Active,Not Active,Not Active
6442.5,46,28,90.71,0,11803,Not Active,Not Active,Not Active
6452.6,44,30,36.09,0,11517,Not Active,Not Active,Not Active
6462.6,50,24,172.72,0,11789,Not Active,Not Active,Not Active
6472.7,47,27,39.82,0,11803,Not Active,Not Active,Not Active
6482.7,46,28,27.90,0,14397,Not Active,Not Active,Not Active
6492.7,45,29,22.39,1,14397,Not Active,Not Active,Not Active
6502.8,44,30,22.05,0,14397,Not Active,Not Active,Not Active
6512.8,44,31,22.22,0,14397,Not Active,Not Active,Not Active
6522.9,43,31,21.78,0,14398,Not Active,Not Active,Not Active
6532.9,43,31,22.03,0,14398,Not Active,Not Active,Not Active
6543.0,42,32,21.98,1,14398,Not Active,Not Active,Not Active
6553.0,42,32,21.68,0,14398,Not Active,Not Active,Not Active
6563.1,42,32,21.79,0,14398,Not Active,Not Active,Not Active
6573.1,61,13,216.36,100,12140,Not Active,Not Active,Not Active
6583.2,48,26,229.88,0,14434,Not Active,Not Active,Not Active
6593.3,64,23,207.91,68,11862,Not Active,Not Active,Not Active
6603.3,65,19,223.75,99,14420,Not Active,Not Active,Not Active
6613.3,47,27,40.59,0,14434,Not Active,Not Active,Not Active
6623.4,45,29,22.11,0,14434,Not Active,Not Active,Not Active
6633.4,44,30,22.27,0,14434,Not Active,Not Active,Not Active
6643.5,44,30,22.14,0,14434,Not Active,Not Active,Not Active
6653.5,43,31,21.91,0,14434,Not Active,Not Active,Not Active
6663.6,43,31,22.11,0,14434,Not Active,Not Active,Not Active
6673.6,42,32,21.88,0,14434,Not Active,Not Active,Not Active
6683.7,42,32,21.78,0,14434,Not Active,Not Active,Not Active
6693.7,42,32,21.59,0,14434,Not Active,Not Active,Not Active
6703.8,48,27,160.00,0,11832,Not Active,Not Active,Not Active
6713.8,61,9,126.82,100,14398,Not Active,Not Active,Not Active
6723.9,49,25,83.41,0,11740,Not Active,Not Active,Not Active
6733.9,52,23,275.01,0,14434,Not Active,Not Active,Not Active
6744.0,45,29,22.25,0,11538,Not Active,Not Active,Not Active
6754.0,45,29,22.29,0,11538,Not Active,Not Active,Not Active
6764.0,44,30,22.07,0,11538,Not Active,Not Active,Not Active
6774.1,43,31,22.16,0,11538,Not Active,Not Active,Not Active
6784.1,43,31,22.44,0,11538,Not Active,Not Active,Not Active
6794.2,43,31,22.01,0,11538,Not Active,Not Active,Not Active
6804.2,42,32,22.10,0,11538,Not Active,Not Active,Not Active
6814.3,42,32,21.74,0,11538,Not Active,Not Active,Not Active
6824.4,42,32,22.03,0,11538,Not Active,Not Active,Not Active
6834.4,47,28,83.00,0,11604,Not Active,Not Active,Not Active
6844.4,45,30,39.83,0,11686,Not Active,Not Active,Not Active
6854.5,50,25,144.97,0,14226,Not Active,Not Active,Not Active
6864.6,50,24,84.66,0,14388,Not Active,Not Active,Not Active
6874.6,46,29,22.33,0,11528,Not Active,Not Active,Not Active
6884.6,45,29,22.52,0,11528,Not Active,Not Active,Not Active
6894.7,44,30,21.95,0,11528,Not Active,Not Active,Not Active
6904.7,44,31,22.32,0,11528,Not Active,Not Active,Not Active
6914.8,43,31,21.89,0,11528,Not Active,Not Active,Not Active
6924.8,43,31,21.99,0,11528,Not Active,Not Active,Not Active
6934.9,42,32,22.21,0,11528,Not Active,Not Active,Not Active
6944.9,42,32,21.90,0,11528,Not Active,Not Active,Not Active
6955.0,42,32,22.09,0,11528,Not Active,Not Active,Not Active
6965.0,48,27,267.29,0,14340,Not Active,Not Active,Not Active
6975.1,48,26,126.10,0,11624,Not Active,Not Active,Not Active
6985.1,65,11,231.05,100,14262,Not Active,Not Active,Not Active
6995.2,50,24,153.38,0,11742,Not Active,Not Active,Not Active
7005.2,45,29,22.10,0,11742,Not Active,Not Active,Not Active
7015.3,44,30,21.97,0,11742,Not Active,Not Active,Not Active
7025.3,44,30,21.70,0,11742,Not Active,Not Active,Not Active
7035.4,43,31,21.63,0,11742,Not Active,Not Active,Not Active
7045.4,43,31,21.61,0,11742,Not Active,Not Active,Not Active
7055.5,43,31,21.88,1,11742,Not Active,Not Active,Not Active
7065.5,42,32,21.45,0,11742,Not Active,Not Active,Not Active
7075.5,42,32,21.72,0,11742,Not Active,Not Active,Not Active
7085.6,47,28,105.44,0,11742,Not Active,Not Active,Not Active
7095.6,65,9,247.42,100,14278,Not Active,Not Active,Not Active
7105.7,51,23,153.25,0,12588,Not Active,Not Active,Not Active
7115.7,49,25,83.17,0,11598,Not Active,Not Active,Not Active
7125.8,45,29,22.15,0,11692,Not Active,Not Active,Not Active
7135.8,45,30,21.67,0,11692,Not Active,Not Active,Not Active
7145.9,44,30,21.79,0,11692,Not Active,Not Active,Not Active
7156.0,43,31,21.45,0,11692,Not Active,Not Active,Not Active
7166.1,43,31,21.71,0,11692,Not Active,Not Active,Not Active
7176.1,43,31,21.83,0,11692,Not Active,Not Active,Not Active
7186.1,42,32,21.39,0,11692,Not Active,Not Active,Not Active
7196.2,42,32,21.59,0,11692,Not Active,Not Active,Not Active
7206.2,42,32,21.45,0,11692,Not Active,Not Active,Not Active
7216.3,60,12,164.70,100,14218,Not Active,Not Active,Not Active
7226.3,55,14,62.46,100,14274,Not Active,Not Active,Not Active
7236.4,65,20,205.97,99,14264,Not Active,Not Active,Not Active
7246.5,49,15,157.35,0,14356,Not Active,Not Active,Not Active
7256.5,47,27,48.85,0,14260,Not Active,Not Active,Not Active
7266.6,45,29,22.18,0,14260,Not Active,Not Active,Not Active
7276.6,44,30,22.05,0,14259,Not Active,Not Active,Not Active
7286.6,44,30,21.92,0,14259,Not Active,Not Active,Not Active
7296.7,43,31,21.72,0,14259,Not Active,Not Active,Not Active
7306.8,43,31,21.83,0,14259,Not Active,Not Active,Not Active
7316.8,42,32,21.84,1,14259,Not Active,Not Active,Not Active
7326.8,42,32,22.08,0,14259,Not Active,Not Active,Not Active
7336.9,42,32,21.63,0,14259,Not Active,Not Active,Not Active
7346.9,46,29,81.34,0,14259,Not Active,Not Active,Not Active
7357.0,63,26,240.59,48,14373,Not Active,Not Active,Not Active
7367.0,52,25,270.85,0,14361,Not Active,Not Active,Not Active
7377.1,64,9,247.42,100,14243,Not Active,Not Active,Not Active
7387.2,46,28,22.82,0,14243,Not Active,Not Active,Not Active
7397.2,45,29,22.21,0,14243,Not Active,Not Active,Not Active
7407.3,44,30,21.96,0,14243,Not Active,Not Active,Not Active
7417.3,44,30,21.93,0,14243,Not Active,Not Active,Not Active
7427.5,43,31,22.17,0,14243,Not Active,Not Active,Not Active
7437.5,43,31,21.76,0,14243,Not Active,Not Active,Not Active
7447.6,42,32,21.60,0,14243,Not Active,Not Active,Not Active
7457.6,42,32,22.09,0,14243,Not Active,Not Active,Not Active
7467.7,42,32,21.57,0,14244,Not Active,Not Active,Not Active
7477.7,48,26,176.75,0,14282,Not Active,Not Active,Not Active
7487.8,50,24,262.54,0,14274,Not Active,Not Active,Not Active
7497.8,56,23,179.04,98,11610,Not Active,Not Active,Not Active
7507.9,47,27,40.14,0,11592,Not Active,Not Active,Not Active
7517.9,45,29,22.37,0,11592,Not Active,Not Active,Not Active
7528.0,44,30,22.42,0,11592,Not Active,Not Active,Not Active
7538.0,44,30,22.26,0,11592,Not Active,Not Active,Not Active
7548.1,43,31,21.90,0,11592,Not Active,Not Active,Not Active
7558.1,43,31,22.20,0,11592,Not Active,Not Active,Not Active
7568.2,43,31,21.81,1,11592,Not Active,Not Active,Not Active
7578.2,42,32,21.41,0,11592,Not Active,Not Active,Not Active
7588.3,42,32,21.41,0,11592,Not Active,Not Active,Not Active
7598.3,47,27,206.02,0,14206,Not Active,Not Active,Not Active
7608.4,49,26,155.19,0,11074,Not Active,Not Active,Not Active
7618.4,49,25,234.78,0,14218,Not Active,Not Active,Not Active
7628.5,52,24,234.47,30,14260,Not Active,Not Active,Not Active
7638.6,60,23,90.21,23,11490,Not Active,Not Active,Not Active
7648.6,46,28,36.79,0,11490,Not Active,Not Active,Not Active
7658.7,45,29,22.22,0,11490,Not Active,Not Active,Not Active
7668.7,44,30,21.85,0,11490,Not Active,Not Active,Not Active
7678.7,44,30,21.79,0,11490,Not Active,Not Active,Not Active
7688.8,43,31,21.47,0,11490,Not Active,Not Active,Not Active
7698.8,43,31,21.98,0,11490,Not Active,Not Active,Not Active
7708.9,42,32,21.74,1,11490,Not Active,Not Active,Not Active
7718.9,42,32,21.76,0,11490,Not Active,Not Active,Not Active
7729.0,42,32,22.06,0,11490,Not Active,Not Active,Not Active
7739.0,48,27,261.27,0,14282,Not Active,Not Active,Not Active
7749.1,49,16,128.75,0,11540,Not Active,Not Active,Not Active
7759.1,66,22,267.89,81,14362,Not Active,Not Active,Not Active
7769.2,46,28,24.67,1,11776,Not Active,Not Active,Not Active
7779.2,45,29,22.19,0,11776,Not Active,Not Active,Not Active
7789.3,44,30,22.01,0,11776,Not Active,Not Active,Not Active
7799.3,44,30,22.22,0,11776,Not Active,Not Active,Not Active
7809.3,43,31,22.33,0,11776,Not Active,Not Active,Not Active
7819.4,43,31,21.90,0,11776,Not Active,Not Active,Not Active
7829.4,42,32,21.84,0,11776,Not Active,Not Active,Not Active
7839.5,42,32,21.78,0,11776,Not Active,Not Active,Not Active
7849.5,42,32,21.78,0,11776,Not Active,Not Active,Not Active
7859.6,48,27,270.40,0,14340,Not Active,Not Active,Not Active
7869.6,50,26,284.79,0,14344,Not Active,Not Active,Not Active
7879.7,49,25,158.18,0,11808,Not Active,Not Active,Not Active
7889.7,66,8,206.40,100,14350,Not Active,Not Active,Not Active
7899.8,50,24,154.82,0,11714,Not Active,Not Active,Not Active
7909.8,45,29,22.38,0,11714,Not Active,Not Active,Not Active
7919.9,44,30,23.33,1,11714,Not Active,Not Active,Not Active
7929.9,44,30,22.01,0,11714,Not Active,Not Active,Not Active
7940.0,43,31,21.91,0,11714,Not Active,Not Active,Not Active
7950.0,43,31,22.09,0,11714,Not Active,Not Active,Not Active
7960.1,43,31,21.55,0,11714,Not Active,Not Active,Not Active
7970.1,42,32,22.16,0,11714,Not Active,Not Active,Not Active
7980.2,42,32,21.51,0,11714,Not Active,Not Active,Not Active
7990.2,57,14,73.67,100,14264,Not Active,Not Active,Not Active
8000.3,49,25,261.17,0,14282,Not Active,Not Active,Not Active
8010.4,65,22,254.60,100,14382,Not Active,Not Active,Not Active
8020.5,50,22,91.79,21,11680,Not Active,Not Active,Not Active
8030.6,46,28,33.30,0,14350,Not Active,Not Active,Not Active
8040.6,45,29,21.85,0,14350,Not Active,Not Active,Not Active
8050.7,44,30,21.78,0,14350,Not Active,Not Active,Not Active
8060.8,44,30,21.40,0,14350,Not Active,Not Active,Not Active
8070.8,43,31,21.41,0,14350,Not Active,Not Active,Not Active
8080.9,43,31,21.69,0,14350,Not Active,Not Active,Not Active
8090.9,42,32,21.42,0,14350,Not Active,Not Active,Not Active
8101.0,42,32,21.40,0,14350,Not Active,Not Active,Not Active
8111.0,42,32,21.36,0,14350,Not Active,Not Active,Not Active
8121.1,50,27,221.78,16,11794,Not Active,Not Active,Not Active
8131.1,44,22,38.29,0,11656,Not Active,Not Active,Not Active
8141.2,66,9,238.11,100,14348,Not Active,Not Active,Not Active
8151.2,50,24,85.17,0,14260,Not Active,Not Active,Not Active
8161.3,46,28,21.77,0,14260,Not Active,Not Active,Not Active
8171.3,45,29,22.29,0,14260,Not Active,Not Active,Not Active
8181.4,44,30,23.05,0,14260,Not Active,Not Active,Not Active
8191.4,43,30,21.79,0,14260,Not Active,Not Active,Not Active
8201.4,43,31,21.85,0,14260,Not Active,Not Active,Not Active
8211.5,43,31,21.66,0,14260,Not Active,Not Active,Not Active
8221.5,42,32,21.93,0,14260,Not Active,Not Active,Not Active
8231.6,42,32,21.57,0,14260,Not Active,Not Active,Not Active
8241.6,55,29,69.22,45,11608,Not Active,Not Active,Not Active
8251.7,44,30,39.69,0,11718,Not Active,Not Active,Not Active
8261.7,47,27,123.36,0,12094,Not Active,Not Active,Not Active
8271.8,45,29,40.02,0,11772,Not Active,Not Active,Not Active
8281.9,46,28,40.01,0,11570,Not Active,Not Active,Not Active
8291.9,51,24,134.29,0,11578,Not Active,Not Active,Not Active
