elapsed_s,temperature.gpu,temperature.gpu.tlimit,power.draw,utilization.gpu,memory.used,clocks_event_reasons.hw_thermal_slowdown,clocks_event_reasons.sw_thermal_slowdown,clocks_event_reasons.hw_power_brake_slowdown
4121.3,48,26,71.92,0,11683,Not Active,Not Active,Not Active
4131.4,45,29,22.58,0,11683,Not Active,Not Active,Not Active
4141.4,45,29,21.93,0,11683,Not Active,Not Active,Not Active
4151.5,44,30,22.29,0,11683,Not Active,Not Active,Not Active
4161.5,44,30,22.17,1,11683,Not Active,Not Active,Not Active
4171.5,43,31,22.08,0,11683,Not Active,Not Active,Not Active
4181.6,43,31,21.93,0,11683,Not Active,Not Active,Not Active
4191.6,42,32,21.81,0,11683,Not Active,Not Active,Not Active
4201.7,42,32,21.88,0,11683,Not Active,Not Active,Not Active
4211.7,58,13,142.36,100,14233,Not Active,Not Active,Not Active
4221.8,44,30,38.11,0,11655,Not Active,Not Active,Not Active
4231.8,45,29,39.90,0,11561,Not Active,Not Active,Not Active
4241.8,46,28,60.08,0,11653,Not Active,Not Active,Not Active
4251.9,50,24,116.86,0,11207,Not Active,Not Active,Not Active
4261.9,46,28,22.14,0,11719,Not Active,Not Active,Not Active
4272.0,45,29,22.14,0,11719,Not Active,Not Active,Not Active
4282.0,44,30,21.80,0,11719,Not Active,Not Active,Not Active
4292.1,43,31,22.34,0,11719,Not Active,Not Active,Not Active
4302.1,43,31,22.23,0,11719,Not Active,Not Active,Not Active
4312.2,43,31,21.97,0,11719,Not Active,Not Active,Not Active
4322.2,42,32,21.95,0,11719,Not Active,Not Active,Not Active
4332.3,42,32,21.74,0,11719,Not Active,Not Active,Not Active
4342.3,42,32,21.51,0,11719,Not Active,Not Active,Not Active
4352.4,48,24,155.82,2,14313,Not Active,Not Active,Not Active
4362.4,48,26,88.56,0,11669,Not Active,Not Active,Not Active
4372.5,47,28,54.30,0,11749,Not Active,Not Active,Not Active
4382.5,49,26,82.49,0,11691,Not Active,Not Active,Not Active
4392.6,48,26,68.57,0,14341,Not Active,Not Active,Not Active
4402.6,45,29,22.32,0,14341,Not Active,Not Active,Not Active
4412.6,45,29,22.00,0,14341,Not Active,Not Active,Not Active
4422.7,44,30,22.68,0,14341,Not Active,Not Active,Not Active
4432.7,43,31,22.07,0,14341,Not Active,Not Active,Not Active
4442.8,43,31,21.95,0,14341,Not Active,Not Active,Not Active
4452.8,43,31,21.51,0,14341,Not Active,Not Active,Not Active
4462.9,42,32,21.38,0,14341,Not Active,Not Active,Not Active
4472.9,42,32,21.58,0,14341,Not Active,Not Active,Not Active
4482.9,47,28,254.63,0,14341,Not Active,Not Active,Not Active
4493.0,48,27,127.36,0,11657,Not Active,Not Active,Not Active
4503.0,65,21,210.19,100,14329,Not Active,Not Active,Not Active
4513.1,48,26,134.69,0,11673,Not Active,Not Active,Not Active
4523.1,51,23,199.58,0,14233,Not Active,Not Active,Not Active
4533.2,46,28,22.09,0,14233,Not Active,Not Active,Not Active
4543.2,45,29,22.17,0,14233,Not Active,Not Active,Not Active
4553.3,44,30,22.10,0,14233,Not Active,Not Active,Not Active
4563.3,44,30,22.33,1,14233,Not Active,Not Active,Not Active
4573.4,43,31,21.91,0,14233,Not Active,Not Active,Not Active
4583.4,43,31,21.75,0,14233,Not Active,Not Active,Not Active
4593.5,42,32,21.95,0,14233,Not Active,Not Active,Not Active
4603.5,42,32,21.94,0,14233,Not Active,Not Active,Not Active
4613.6,42,27,22.78,51,11445,Not Active,Not Active,Not Active
4623.6,45,30,40.22,0,11715,Not Active,Not Active,Not Active
4633.7,50,23,168.25,0,11603,Not Active,Not Active,Not Active
4643.8,62,22,265.56,37,14255,Not Active,Not Active,Not Active
4653.9,48,26,60.55,0,11793,Not Active,Not Active,Not Active
4663.9,45,29,22.12,0,11793,Not Active,Not Active,Not Active
4674.0,44,30,22.20,0,11793,Not Active,Not Active,Not Active
4684.0,44,30,21.84,0,11793,Not Active,Not Active,Not Active
4694.1,43,31,21.76,0,11793,Not Active,Not Active,Not Active
4704.1,43,31,21.64,0,11793,Not Active,Not Active,Not Active
4714.1,43,31,21.88,0,11793,Not Active,Not Active,Not Active
4724.2,42,32,23.61,0,11793,Not Active,Not Active,Not Active
4734.2,42,32,21.40,0,11793,Not Active,Not Active,Not Active
4744.3,42,32,21.46,0,11793,Not Active,Not Active,Not Active
4754.3,60,13,181.64,92,11771,Not Active,Not Active,Not Active
4764.4,48,26,144.15,0,14485,Not Active,Not Active,Not Active
4774.5,49,21,95.74,2,11749,Not Active,Not Active,Not Active
4784.5,56,22,269.51,62,14271,Not Active,Not Active,Not Active
4794.6,46,28,22.80,0,11661,Not Active,Not Active,Not Active
4804.6,45,29,22.15,0,11661,Not Active,Not Active,Not Active
4814.6,44,30,21.92,0,11661,Not Active,Not Active,Not Active
4824.7,44,30,22.03,0,11661,Not Active,Not Active,Not Active
4834.7,43,31,21.54,0,11661,Not Active,Not Active,Not Active
4844.8,43,31,22.01,0,11661,Not Active,Not Active,Not Active
4854.8,42,32,21.40,0,11661,Not Active,Not Active,Not Active
4864.9,42,32,21.11,0,11661,Not Active,Not Active,Not Active
4875.0,42,32,21.77,0,11661,Not Active,Not Active,Not Active
4885.0,50,15,58.98,100,14299,Not Active,Not Active,Not Active
4895.1,45,29,72.98,0,11715,Not Active,Not Active,Not Active
4905.1,48,18,113.05,0,11225,Not Active,Not Active,Not Active
4915.2,48,28,83.27,0,14293,Not Active,Not Active,Not Active
4925.2,48,26,131.80,0,11747,Not Active,Not Active,Not Active
4935.3,47,27,40.00,0,11749,Not Active,Not Active,Not Active
4945.3,45,29,22.16,0,11749,Not Active,Not Active,Not Active
4955.3,44,30,21.97,0,11749,Not Active,Not Active,Not Active
4965.4,44,30,21.97,0,11749,Not Active,Not Active,Not Active
4975.5,43,31,21.92,1,11749,Not Active,Not Active,Not Active
4985.5,43,31,21.34,0,11749,Not Active,Not Active,Not Active
4995.6,42,32,21.92,0,11749,Not Active,Not Active,Not Active
5005.6,42,32,21.61,0,11749,Not Active,Not Active,Not Active
5015.7,42,32,21.41,0,11749,Not Active,Not Active,Not Active
5025.7,42,32,21.32,0,11749,Not Active,Not Active,Not Active
5035.8,60,18,178.37,80,14299,Not Active,Not Active,Not Active
5045.8,49,25,120.52,0,14317,Not Active,Not Active,Not Active
5055.9,51,23,264.40,0,14355,Not Active,Not Active,Not Active
5065.9,46,28,34.90,0,11749,Not Active,Not Active,Not Active
5075.9,45,29,21.87,0,11749,Not Active,Not Active,Not Active
5086.0,44,30,21.75,0,11749,Not Active,Not Active,Not Active
5096.0,44,30,22.18,0,11749,Not Active,Not Active,Not Active
5106.1,43,31,21.95,0,11749,Not Active,Not Active,Not Active
5116.1,43,31,21.80,0,11749,Not Active,Not Active,Not Active
5126.2,42,32,21.66,0,11749,Not Active,Not Active,Not Active
5136.2,42,32,21.71,1,11749,Not Active,Not Active,Not Active
5146.3,42,32,22.20,0,11749,Not Active,Not Active,Not Active
5156.3,47,27,175.65,0,14313,Not Active,Not Active,Not Active
5166.3,49,25,157.21,0,11771,Not Active,Not Active,Not Active
5176.4,66,7,234.88,100,14345,Not Active,Not Active,Not Active
5186.5,47,27,39.81,0,14377,Not Active,Not Active,Not Active
5196.5,45,29,22.34,0,14377,Not Active,Not Active,Not Active
5206.5,44,30,22.08,0,14377,Not Active,Not Active,Not Active
5216.6,44,30,22.49,0,14377,Not Active,Not Active,Not Active
5226.6,43,31,21.65,0,14377,Not Active,Not Active,Not Active
5236.7,43,31,21.67,0,14377,Not Active,Not Active,Not Active
5246.7,43,31,22.00,0,14377,Not Active,Not Active,Not Active
5256.8,42,32,21.86,0,14377,Not Active,Not Active,Not Active
5266.8,42,32,22.39,0,14377,Not Active,Not Active,Not Active
5276.9,49,27,130.46,29,11791,Not Active,Not Active,Not Active
5286.9,50,25,231.87,0,14347,Not Active,Not Active,Not Active
5297.0,53,21,36.01,100,11753,Not Active,Not Active,Not Active
5307.0,46,28,39.97,0,11651,Not Active,Not Active,Not Active
5317.1,47,27,41.10,0,14303,Not Active,Not Active,Not Active
5327.1,45,29,22.37,0,14303,Not Active,Not Active,Not Active
5337.2,44,30,22.51,0,14303,Not Active,Not Active,Not Active
5347.2,44,30,22.28,1,14303,Not Active,Not Active,Not Active
5357.3,43,31,22.05,0,14303,Not Active,Not Active,Not Active
5367.3,43,31,22.47,0,14303,Not Active,Not Active,Not Active
5377.4,43,31,22.31,0,14303,Not Active,Not Active,Not Active
5387.4,42,32,22.17,0,14303,Not Active,Not Active,Not Active
5397.5,42,32,22.31,1,14303,Not Active,Not Active,Not Active
5407.6,57,24,138.56,46,11745,Not Active,Not Active,Not Active
5417.7,61,9,162.18,100,14199,Not Active,Not Active,Not Active
5427.7,48,26,123.30,0,11673,Not Active,Not Active,Not Active
5437.8,51,21,177.53,0,11499,Not Active,Not Active,Not Active
5447.9,64,10,202.13,100,14337,Not Active,Not Active,Not Active
5457.9,45,29,22.14,1,12043,Not Active,Not Active,Not Active
5468.0,44,30,22.15,0,12043,Not Active,Not Active,Not Active
5478.0,44,30,21.83,0,12043,Not Active,Not Active,Not Active
5488.0,43,31,22.06,0,12043,Not Active,Not Active,Not Active
5498.1,43,31,21.73,0,12043,Not Active,Not Active,Not Active
5508.1,43,31,21.54,0,12043,Not Active,Not Active,Not Active
5518.2,42,32,21.76,0,12043,Not Active,Not Active,Not Active
5528.2,42,32,21.22,0,12043,Not Active,Not Active,Not Active
5538.2,42,32,21.58,0,12043,Not Active,Not Active,Not Active
5548.3,49,25,168.63,0,11579,Not Active,Not Active,Not Active
5558.3,62,12,168.30,100,14213,Not Active,Not Active,Not Active
5568.4,50,23,155.25,0,11071,Not Active,Not Active,Not Active
5578.4,47,27,39.37,0,11455,Not Active,Not Active,Not Active
5588.5,45,29,22.61,0,11455,Not Active,Not Active,Not Active
5598.5,44,30,22.00,0,11455,Not Active,Not Active,Not Active
5608.6,44,30,21.98,0,11455,Not Active,Not Active,Not Active
5618.6,43,31,22.14,0,11455,Not Active,Not Active,Not Active
5628.7,43,31,21.85,1,11455,Not Active,Not Active,Not Active
5638.7,42,32,21.83,0,11455,Not Active,Not Active,Not Active
5648.8,42,32,21.73,0,11455,Not Active,Not Active,Not Active
5658.8,42,32,21.42,0,11455,Not Active,Not Active,Not Active
5668.9,50,25,264.65,0,14251,Not Active,Not Active,Not Active
5678.9,48,26,82.97,0,11497,Not Active,Not Active,Not Active
5689.0,49,25,87.14,0,14341,Not Active,Not Active,Not Active
5699.0,48,26,76.04,0,11965,Not Active,Not Active,Not Active
5709.0,45,29,22.35,0,11965,Not Active,Not Active,Not Active
5719.1,44,30,22.46,0,11965,Not Active,Not Active,Not Active
5729.1,44,30,22.02,0,11965,Not Active,Not Active,Not Active
5739.2,43,31,22.11,0,11965,Not Active,Not Active,Not Active
5749.2,43,31,21.92,0,11965,Not Active,Not Active,Not Active
5759.3,42,32,22.07,0,11965,Not Active,Not Active,Not Active
5769.4,42,32,21.81,0,11965,Not Active,Not Active,Not Active
5779.4,42,32,21.85,0,11965,Not Active,Not Active,Not Active
5789.5,42,32,22.11,0,11965,Not Active,Not Active,Not Active
5799.5,61,25,190.74,100,11759,Not Active,Not Active,Not Active
5809.6,45,29,40.04,1,11649,Not Active,Not Active,Not Active
5819.6,50,10,156.31,0,11739,Not Active,Not Active,Not Active
5829.7,47,27,39.87,0,11749,Not Active,Not Active,Not Active
5839.8,45,29,22.39,0,11761,Not Active,Not Active,Not Active
5849.9,44,30,22.00,0,11761,Not Active,Not Active,Not Active
5859.9,44,30,21.92,0,11761,Not Active,Not Active,Not Active
5870.0,43,31,21.99,0,11761,Not Active,Not Active,Not Active
5880.0,43,31,21.34,0,11761,Not Active,Not Active,Not Active
5890.1,43,32,22.17,1,11761,Not Active,Not Active,Not Active
5900.1,42,32,21.68,0,11761,Not Active,Not Active,Not Active
5910.2,42,32,21.92,0,11761,Not Active,Not Active,Not Active
5920.2,42,32,22.17,0,11761,Not Active,Not Active,Not Active
5930.3,50,27,193.02,20,11731,Not Active,Not Active,Not Active
5940.3,44,30,37.02,0,11693,Not Active,Not Active,Not Active
5950.4,48,26,127.43,0,14333,Not Active,Not Active,Not Active
5960.4,49,24,85.20,0,11233,Not Active,Not Active,Not Active
5970.5,46,28,33.06,0,14315,Not Active,Not Active,Not Active
5980.5,45,29,22.18,0,14303,Not Active,Not Active,Not Active
5990.6,44,30,22.25,0,14303,Not Active,Not Active,Not Active
6000.6,44,30,22.05,0,14303,Not Active,Not Active,Not Active
6010.7,43,31,22.41,0,14303,Not Active,Not Active,Not Active
6020.7,43,31,22.15,0,14303,Not Active,Not Active,Not Active
6030.8,42,32,22.08,0,14303,Not Active,Not Active,Not Active
6040.9,42,32,22.06,0,14303,Not Active,Not Active,Not Active
6050.9,42,32,21.51,0,14303,Not Active,Not Active,Not Active
6061.0,47,27,158.51,0,10855,Not Active,Not Active,Not Active
6071.0,44,30,37.68,0,11503,Not Active,Not Active,Not Active
6081.1,64,21,223.44,100,14352,Not Active,Not Active,Not Active
6091.1,45,29,40.20,0,11817,Not Active,Not Active,Not Active
6101.2,48,27,83.02,0,11699,Not Active,Not Active,Not Active
6111.2,55,23,287.37,34,14397,Not Active,Not Active,Not Active
6121.3,45,29,22.22,0,14397,Not Active,Not Active,Not Active
6131.3,44,30,21.91,0,14397,Not Active,Not Active,Not Active
6141.4,44,30,23.05,0,14397,Not Active,Not Active,Not Active
6151.4,43,31,21.79,0,14397,Not Active,Not Active,Not Active
6161.4,43,31,21.71,0,14397,Not Active,Not Active,Not Active
6171.5,43,31,21.95,0,14397,Not Active,Not Active,Not Active
6181.5,42,32,21.93,0,14397,Not Active,Not Active,Not Active
6191.6,42,32,21.93,0,14397,Not Active,Not Active,Not Active
6201.6,42,32,21.64,0,14397,Not Active,Not Active,Not Active
6211.7,48,27,154.23,0,10755,Not Active,Not Active,Not Active
6221.7,45,29,40.16,0,11771,Not Active,Not Active,Not Active
6231.7,62,24,206.26,99,12019,Not Active,Not Active,Not Active
6241.8,52,24,249.65,0,14181,Not Active,Not Active,Not Active
6251.9,45,29,22.00,0,11609,Not Active,Not Active,Not Active
6262.0,45,29,21.93,0,11609,Not Active,Not Active,Not Active
6272.1,44,30,21.80,0,11609,Not Active,Not Active,Not Active
6282.1,43,31,22.07,1,11609,Not Active,Not Active,Not Active
6292.1,43,31,21.65,0,11609,Not Active,Not Active,Not Active
6302.2,43,32,21.99,0,11609,Not Active,Not Active,Not Active
6312.2,42,32,21.82,0,11609,Not Active,Not Active,Not Active
6322.3,42,32,21.83,0,11609,Not Active,Not Active,Not Active
6332.3,42,32,22.30,0,11609,Not Active,Not Active,Not Active
6342.4,44,30,40.02,0,11647,Not Active,Not Active,Not Active
6352.4,48,26,83.17,0,11511,Not Active,Not Active,Not Active
6362.5,57,8,269.50,100,14343,Not Active,Not Active,Not Active
6372.6,49,12,157.11,0,14339,Not Active,Not Active,Not Active
6382.6,50,25,80.74,48,11521,Not Active,Not Active,Not Active
6392.6,45,29,22.31,0,11521,Not Active,Not Active,Not Active
6402.7,44,30,21.98,0,11521,Not Active,Not Active,Not Active
6412.7,44,30,21.99,0,11521,Not Active,Not Active,Not Active
6422.8,43,31,22.01,0,11521,Not Active,Not Active,Not Active
6432.8,43,31,22.33,0,11521,Not Active,Not Active,Not Active
6442.9,42,32,22.13,0,11521,Not Active,Not Active,Not Active
6452.9,42,32,21.76,0,11521,Not Active,Not Active,Not Active
6463.0,42,32,21.58,0,11521,Not Active,Not Active,Not Active
6473.1,41,33,21.58,0,11521,Not Active,Not Active,Not Active
6483.2,63,22,235.75,100,14397,Not Active,Not Active,Not Active
6493.2,47,27,109.91,0,11747,Not Active,Not Active,Not Active
6503.3,46,28,39.95,0,11553,Not Active,Not Active,Not Active
6513.3,64,23,204.18,83,11789,Not Active,Not Active,Not Active
6523.4,45,29,22.06,0,11789,Not Active,Not Active,Not Active
6533.4,44,30,22.03,0,11789,Not Active,Not Active,Not Active
6543.5,44,30,21.91,0,11789,Not Active,Not Active,Not Active
6553.5,43,31,21.77,1,11789,Not Active,Not Active,Not Active
6563.6,43,31,21.61,0,11789,Not Active,Not Active,Not Active
6573.6,42,32,21.93,0,11789,Not Active,Not Active,Not Active
6583.7,42,32,22.04,0,11789,Not Active,Not Active,Not Active
6593.7,42,32,21.64,0,11789,Not Active,Not Active,Not Active
6603.8,42,32,21.67,0,11789,Not Active,Not Active,Not Active
6613.8,50,26,268.59,0,14363,Not Active,Not Active,Not Active
6623.9,46,29,77.18,0,11609,Not Active,Not Active,Not Active
6633.9,59,15,92.12,22,11655,Not Active,Not Active,Not Active
6644.0,47,27,74.30,0,11741,Not Active,Not Active,Not Active
6654.0,47,27,76.19,0,11559,Not Active,Not Active,Not Active
6664.1,46,28,40.28,0,11807,Not Active,Not Active,Not Active
6674.1,44,30,22.28,0,11807,Not Active,Not Active,Not Active
6684.2,44,30,22.18,0,11807,Not Active,Not Active,Not Active
6694.2,43,31,21.73,0,11807,Not Active,Not Active,Not Active
6704.3,43,31,22.00,1,11807,Not Active,Not Active,Not Active
6714.3,43,32,22.29,0,11807,Not Active,Not Active,Not Active
6724.4,42,32,21.74,0,11807,Not Active,Not Active,Not Active
6734.4,42,32,21.86,0,11807,Not Active,Not Active,Not Active
6744.4,42,32,21.60,0,11807,Not Active,Not Active,Not Active
6754.5,49,26,243.58,0,14405,Not Active,Not Active,Not Active
6764.6,52,26,158.48,1,11803,Not Active,Not Active,Not Active
6774.6,44,29,31.56,83,11251,Not Active,Not Active,Not Active
6784.7,63,8,216.40,100,14367,Not Active,Not Active,Not Active
6794.7,46,28,34.69,0,11803,Not Active,Not Active,Not Active
6804.8,46,28,24.62,0,14397,Not Active,Not Active,Not Active
6814.8,45,29,22.32,0,14397,Not Active,Not Active,Not Active
6824.9,44,30,21.99,0,14397,Not Active,Not Active,Not Active
6834.9,43,31,22.25,0,14397,Not Active,Not Active,Not Active
6845.0,43,31,22.22,0,14398,Not Active,Not Active,Not Active
6855.0,43,31,22.11,0,14398,Not Active,Not Active,Not Active
6865.0,42,32,21.86,0,14398,Not Active,Not Active,Not Active
6875.1,42,32,21.52,0,14398,Not Active,Not Active,Not Active
6885.2,42,32,21.78,0,14398,Not Active,Not Active,Not Active
6895.3,47,27,156.46,0,12140,Not Active,Not Active,Not Active
6905.3,47,27,99.55,0,14434,Not Active,Not Active,Not Active
6915.4,50,25,158.57,0,11862,Not Active,Not Active,Not Active
6925.4,52,24,271.95,0,14420,Not Active,Not Active,Not Active
6935.4,47,27,40.47,0,14434,Not Active,Not Active,Not Active
6945.5,45,29,22.18,0,14434,Not Active,Not Active,Not Active
6955.5,44,30,22.54,0,14434,Not Active,Not Active,Not Active
6965.6,44,30,22.27,0,14434,Not Active,Not Active,Not Active
6975.6,43,31,21.88,1,14434,Not Active,Not Active,Not Active
6985.7,43,31,22.14,0,14434,Not Active,Not Active,Not Active
6995.7,42,32,21.91,0,14434,Not Active,Not Active,Not Active
7005.8,42,32,21.70,0,14434,Not Active,Not Active,Not Active
7015.8,42,32,21.55,0,14434,Not Active,Not Active,Not Active
7025.8,59,27,206.87,99,11818,Not Active,Not Active,Not Active
7035.9,56,24,270.25,99,14398,Not Active,Not Active,Not Active
7045.9,47,27,79.24,0,11740,Not Active,Not Active,Not Active
7056.0,50,19,87.35,0,11274,Not Active,Not Active,Not Active
7066.0,45,29,22.31,0,11538,Not Active,Not Active,Not Active
7076.1,45,30,22.06,0,11538,Not Active,Not Active,Not Active
7086.1,44,30,22.13,0,11538,Not Active,Not Active,Not Active
7096.2,43,31,22.12,0,11538,Not Active,Not Active,Not Active
7106.3,43,31,22.66,0,11538,Not Active,Not Active,Not Active
7116.3,43,31,21.94,0,11538,Not Active,Not Active,Not Active
7126.4,42,32,22.07,1,11538,Not Active,Not Active,Not Active
7136.4,42,32,22.00,1,11538,Not Active,Not Active,Not Active
7146.5,42,32,21.92,0,11538,Not Active,Not Active,Not Active
7156.5,45,29,52.59,0,11604,Not Active,Not Active,Not Active
7166.6,44,30,39.70,0,11686,Not Active,Not Active,Not Active
7176.6,65,21,260.28,100,14226,Not Active,Not Active,Not Active
7186.7,53,23,131.36,0,11528,Not Active,Not Active,Not Active
7196.7,45,29,22.41,0,11528,Not Active,Not Active,Not Active
7206.8,45,29,22.59,0,11528,Not Active,Not Active,Not Active
7216.8,44,30,22.08,0,11528,Not Active,Not Active,Not Active
7226.9,43,31,22.23,0,11528,Not Active,Not Active,Not Active
7236.9,43,31,21.99,0,11528,Not Active,Not Active,Not Active
7247.0,43,31,22.07,0,11528,Not Active,Not Active,Not Active
7257.0,42,32,22.23,0,11528,Not Active,Not Active,Not Active
7267.1,42,32,21.96,0,11528,Not Active,Not Active,Not Active
7277.1,42,32,22.14,0,11528,Not Active,Not Active,Not Active
7287.2,60,12,138.51,100,14340,Not Active,Not Active,Not Active
7297.2,48,26,82.55,0,11624,Not Active,Not Active,Not Active
7307.3,50,24,262.33,0,14262,Not Active,Not Active,Not Active
7317.4,50,24,83.91,0,11742,Not Active,Not Active,Not Active
7327.4,45,29,22.51,1,11742,Not Active,Not Active,Not Active
7337.5,44,30,22.07,0,11742,Not Active,Not Active,Not Active
7347.5,44,30,21.63,0,11742,Not Active,Not Active,Not Active
7357.6,43,31,21.63,0,11742,Not Active,Not Active,Not Active
7367.6,43,31,21.78,0,11742,Not Active,Not Active,Not Active
7377.7,42,31,22.34,1,11742,Not Active,Not Active,Not Active
7387.8,42,32,21.35,0,11742,Not Active,Not Active,Not Active
7397.8,42,32,21.33,0,11742,Not Active,Not Active,Not Active
7407.8,45,29,130.35,0,11742,Not Active,Not Active,Not Active
7417.9,50,26,264.64,0,14278,Not Active,Not Active,Not Active
7427.9,63,20,242.84,100,14218,Not Active,Not Active,Not Active
7438.0,49,23,108.71,0,11692,Not Active,Not Active,Not Active
7448.0,45,29,21.91,0,11692,Not Active,Not Active,Not Active
7458.1,44,30,21.85,0,11692,Not Active,Not Active,Not Active
7468.1,44,30,21.55,0,11692,Not Active,Not Active,Not Active
7478.2,43,31,22.67,0,11692,Not Active,Not Active,Not Active
7488.2,43,31,21.81,0,11692,Not Active,Not Active,Not Active
7498.3,43,31,21.46,0,11692,Not Active,Not Active,Not Active
7508.3,42,32,21.70,0,11692,Not Active,Not Active,Not Active
7518.4,42,32,21.71,0,11692,Not Active,Not Active,Not Active
7528.4,42,32,21.65,0,11692,Not Active,Not Active,Not Active
7538.5,48,27,239.67,0,14218,Not Active,Not Active,Not Active
7548.5,57,26,221.06,100,14274,Not Active,Not Active,Not Active
7558.6,49,25,173.03,0,14264,Not Active,Not Active,Not Active
7568.6,53,22,285.23,0,14356,Not Active,Not Active,Not Active
7578.6,47,27,40.21,0,14260,Not Active,Not Active,Not Active
7588.7,45,29,21.97,0,14260,Not Active,Not Active,Not Active
7598.7,44,30,21.88,0,14259,Not Active,Not Active,Not Active
7608.8,44,30,22.03,0,14259,Not Active,Not Active,Not Active
7618.8,43,31,21.63,0,14259,Not Active,Not Active,Not Active
7628.9,43,31,21.73,0,14259,Not Active,Not Active,Not Active
7638.9,42,32,21.81,0,14259,Not Active,Not Active,Not Active
7649.0,42,32,22.22,0,14259,Not Active,Not Active,Not Active
7659.0,42,32,21.67,0,14259,Not Active,Not Active,Not Active
7669.0,45,20,79.02,0,11523,Not Active,Not Active,Not Active
7679.1,47,27,97.48,0,14373,Not Active,Not Active,Not Active
7689.2,49,25,82.82,2,11627,Not Active,Not Active,Not Active
7699.2,53,22,265.27,0,14243,Not Active,Not Active,Not Active
7709.3,46,28,22.55,0,14243,Not Active,Not Active,Not Active
7719.3,45,29,22.20,0,14243,Not Active,Not Active,Not Active
7729.4,44,30,21.85,0,14243,Not Active,Not Active,Not Active
7739.5,44,30,21.98,1,14243,Not Active,Not Active,Not Active
7749.6,43,31,22.15,0,14243,Not Active,Not Active,Not Active
7759.6,43,31,21.94,0,14243,Not Active,Not Active,Not Active
7769.6,42,32,21.56,0,14243,Not Active,Not Active,Not Active
7779.7,42,32,21.90,0,14243,Not Active,Not Active,Not Active
7789.7,42,32,21.77,1,14244,Not Active,Not Active,Not Active
7799.8,60,23,109.29,81,11632,Not Active,Not Active,Not Active
7809.8,48,26,193.72,0,14274,Not Active,Not Active,Not Active
7819.9,62,22,153.42,69,11704,Not Active,Not Active,Not Active
7829.9,47,27,40.28,0,11592,Not Active,Not Active,Not Active
7840.0,45,29,22.41,0,11592,Not Active,Not Active,Not Active
7850.0,44,30,22.49,0,11592,Not Active,Not Active,Not Active
7860.1,44,30,22.33,0,11592,Not Active,Not Active,Not Active
7870.2,43,31,21.63,0,11592,Not Active,Not Active,Not Active
7880.2,43,31,22.29,0,11592,Not Active,Not Active,Not Active
7890.3,43,31,21.86,0,11592,Not Active,Not Active,Not Active
7900.3,42,32,21.42,0,11592,Not Active,Not Active,Not Active
7910.4,42,32,21.59,0,11592,Not Active,Not Active,Not Active
7920.4,47,14,83.11,0,14206,Not Active,Not Active,Not Active
7930.4,60,25,214.50,100,11692,Not Active,Not Active,Not Active
7940.5,48,26,137.72,0,14218,Not Active,Not Active,Not Active
7950.5,49,25,234.87,0,14260,Not Active,Not Active,Not Active
7960.6,50,24,126.84,0,11490,Not Active,Not Active,Not Active
7970.6,46,28,26.00,0,11490,Not Active,Not Active,Not Active
7980.7,45,29,22.50,1,11490,Not Active,Not Active,Not Active
7990.7,44,30,21.91,0,11490,Not Active,Not Active,Not Active
8000.8,44,30,21.85,0,11490,Not Active,Not Active,Not Active
8010.8,43,31,21.47,0,11490,Not Active,Not Active,Not Active
8020.9,43,31,21.81,0,11490,Not Active,Not Active,Not Active
8030.9,42,32,22.10,0,11490,Not Active,Not Active,Not Active
8040.9,42,32,21.74,0,11490,Not Active,Not Active,Not Active
8051.0,42,32,21.99,0,11490,Not Active,Not Active,Not Active
8061.0,46,18,116.46,0,14282,Not Active,Not Active,Not Active
8071.1,62,14,188.29,100,11798,Not Active,Not Active,Not Active
8081.2,50,24,110.97,0,14362,Not Active,Not Active,Not Active
8091.2,46,28,23.52,0,11776,Not Active,Not Active,Not Active
8101.3,45,29,22.14,0,11776,Not Active,Not Active,Not Active
8111.3,44,30,22.06,0,11776,Not Active,Not Active,Not Active
8121.3,44,30,22.40,0,11776,Not Active,Not Active,Not Active
8131.4,43,31,22.48,1,11776,Not Active,Not Active,Not Active
8141.4,43,31,21.82,0,11776,Not Active,Not Active,Not Active
8151.5,42,32,21.86,0,11776,Not Active,Not Active,Not Active
8161.5,42,32,21.85,0,11776,Not Active,Not Active,Not Active
8171.6,42,32,21.92,0,11776,Not Active,Not Active,Not Active
8181.6,51,20,129.74,75,11670,Not Active,Not Active,Not Active
8191.7,48,26,83.05,0,14344,Not Active,Not Active,Not Active
8201.8,63,11,197.19,100,11808,Not Active,Not Active,Not Active
8211.9,52,23,284.39,0,14350,Not Active,Not Active,Not Active
8221.9,50,25,119.36,0,11714,Not Active,Not Active,Not Active
8232.0,45,29,22.51,0,11714,Not Active,Not Active,Not Active
8242.0,44,30,22.07,0,11714,Not Active,Not Active,Not Active
8252.0,44,30,22.25,0,11714,Not Active,Not Active,Not Active
8262.1,43,31,21.82,0,11714,Not Active,Not Active,Not Active
8272.1,43,31,22.40,0,11714,Not Active,Not Active,Not Active
8282.2,42,32,21.64,0,11714,Not Active,Not Active,Not Active
8292.2,42,32,21.74,0,11714,Not Active,Not Active,Not Active
8302.2,42,32,21.85,0,11714,Not Active,Not Active,Not Active
8312.3,50,26,258.38,0,14264,Not Active,Not Active,Not Active
8322.3,48,26,118.97,0,14282,Not Active,Not Active,Not Active
8332.4,50,25,271.05,0,14382,Not Active,Not Active,Not Active
