elapsed_s,temperature.gpu,temperature.gpu.tlimit,power.draw,utilization.gpu,memory.used,clocks_event_reasons.hw_thermal_slowdown,clocks_event_reasons.sw_thermal_slowdown,clocks_event_reasons.hw_power_brake_slowdown
1376.6,39,35,26.04,17,2186,Not Active,Not Active,Not Active
1386.6,38,36,25.25,14,2186,Not Active,Not Active,Not Active
1396.6,38,36,25.21,20,2186,Not Active,Not Active,Not Active
1406.7,38,36,26.21,11,2186,Not Active,Not Active,Not Active
1416.7,38,36,25.37,14,2186,Not Active,Not Active,Not Active
1426.8,38,36,26.15,23,2186,Not Active,Not Active,Not Active
1436.8,38,36,25.79,10,2186,Not Active,Not Active,Not Active
1446.9,38,36,26.26,15,2186,Not Active,Not Active,Not Active
1456.9,38,36,26.14,20,2186,Not Active,Not Active,Not Active
1467.0,38,36,25.52,12,2185,Not Active,Not Active,Not Active
1477.0,38,36,26.29,18,2186,Not Active,Not Active,Not Active
1487.1,38,36,26.74,15,2186,Not Active,Not Active,Not Active
1497.1,38,36,26.33,14,2186,Not Active,Not Active,Not Active
1507.2,38,36,26.24,13,2186,Not Active,Not Active,Not Active
1517.2,38,36,26.21,13,2186,Not Active,Not Active,Not Active
1527.2,38,36,25.92,16,2186,Not Active,Not Active,Not Active
1537.3,38,36,25.88,27,2186,Not Active,Not Active,Not Active
1547.3,38,36,25.33,10,2186,Not Active,Not Active,Not Active
1557.4,38,36,25.58,20,2186,Not Active,Not Active,Not Active
1567.4,38,36,25.09,21,2186,Not Active,Not Active,Not Active
1577.5,38,36,25.22,9,2199,Not Active,Not Active,Not Active
1587.5,38,36,25.50,18,2185,Not Active,Not Active,Not Active
1597.6,38,36,25.71,10,2185,Not Active,Not Active,Not Active
1607.6,38,36,26.34,15,2185,Not Active,Not Active,Not Active
1617.7,38,36,26.42,12,2185,Not Active,Not Active,Not Active
1627.7,38,36,26.08,7,2185,Not Active,Not Active,Not Active
1637.7,38,36,25.59,7,2186,Not Active,Not Active,Not Active
1647.8,38,36,25.86,17,2185,Not Active,Not Active,Not Active
1657.8,38,36,26.65,7,2185,Not Active,Not Active,Not Active
1667.9,38,36,26.11,14,2185,Not Active,Not Active,Not Active
1677.9,38,36,25.48,19,2186,Not Active,Not Active,Not Active
1688.0,38,36,25.36,7,2185,Not Active,Not Active,Not Active
1698.0,38,36,25.51,14,2185,Not Active,Not Active,Not Active
1708.1,38,36,25.75,20,2185,Not Active,Not Active,Not Active
1718.1,38,36,25.90,24,2185,Not Active,Not Active,Not Active
1728.2,38,36,25.57,13,2194,Not Active,Not Active,Not Active
1738.2,38,36,25.93,10,2186,Not Active,Not Active,Not Active
1748.3,38,36,25.36,11,2185,Not Active,Not Active,Not Active
1758.3,39,35,25.21,13,2185,Not Active,Not Active,Not Active
1768.3,39,35,24.79,9,2185,Not Active,Not Active,Not Active
1778.4,39,35,25.47,8,2185,Not Active,Not Active,Not Active
1788.4,39,35,25.07,18,2185,Not Active,Not Active,Not Active
1798.5,38,35,24.98,7,2185,Not Active,Not Active,Not Active
1808.5,38,36,25.73,19,2186,Not Active,Not Active,Not Active
1818.6,38,36,26.27,11,2185,Not Active,Not Active,Not Active
1828.6,38,36,26.38,19,2186,Not Active,Not Active,Not Active
1838.7,38,36,25.50,7,2186,Not Active,Not Active,Not Active
1848.7,38,36,26.30,9,2185,Not Active,Not Active,Not Active
1858.8,38,36,26.52,16,2185,Not Active,Not Active,Not Active
1868.8,38,36,27.11,13,2185,Not Active,Not Active,Not Active
1878.9,38,36,25.93,13,2186,Not Active,Not Active,Not Active
1888.9,38,36,26.55,15,2186,Not Active,Not Active,Not Active
1899.0,38,36,25.88,25,2186,Not Active,Not Active,Not Active
1909.0,38,36,26.40,15,2185,Not Active,Not Active,Not Active
1919.1,38,36,26.63,13,2185,Not Active,Not Active,Not Active
1929.1,38,36,25.91,15,2185,Not Active,Not Active,Not Active
1939.1,38,36,25.96,22,2185,Not Active,Not Active,Not Active
1949.2,38,36,26.42,15,2185,Not Active,Not Active,Not Active
1959.2,38,36,26.07,24,2185,Not Active,Not Active,Not Active
1969.3,38,36,26.13,23,2185,Not Active,Not Active,Not Active
1979.3,38,36,26.15,12,2185,Not Active,Not Active,Not Active
1989.4,38,36,26.64,10,2185,Not Active,Not Active,Not Active
1999.4,38,36,26.29,15,2185,Not Active,Not Active,Not Active
2009.5,38,36,26.73,19,2185,Not Active,Not Active,Not Active
2019.5,38,36,26.89,11,2185,Not Active,Not Active,Not Active
2029.6,38,36,26.14,14,2189,Not Active,Not Active,Not Active
2039.6,38,36,26.75,12,2197,Not Active,Not Active,Not Active
2049.7,39,35,38.46,13,2261,Not Active,Not Active,Not Active
2059.7,38,36,27.23,31,2186,Not Active,Not Active,Not Active
2069.8,38,36,27.37,33,2186,Not Active,Not Active,Not Active
2079.8,38,36,27.43,34,2185,Not Active,Not Active,Not Active
2089.9,38,36,26.97,26,2183,Not Active,Not Active,Not Active
2099.9,38,36,26.93,22,2183,Not Active,Not Active,Not Active
2109.9,38,36,27.03,21,2183,Not Active,Not Active,Not Active
2120.0,38,36,27.01,20,2183,Not Active,Not Active,Not Active
2130.0,38,36,26.53,24,2182,Not Active,Not Active,Not Active
2140.1,38,36,26.53,23,2182,Not Active,Not Active,Not Active
2150.1,38,36,26.81,27,2182,Not Active,Not Active,Not Active
2160.2,38,36,26.48,31,2182,Not Active,Not Active,Not Active
2170.2,38,36,26.58,22,2182,Not Active,Not Active,Not Active
2180.3,38,36,26.98,22,2182,Not Active,Not Active,Not Active
2190.3,38,36,26.92,29,2182,Not Active,Not Active,Not Active
2200.4,38,36,26.45,25,2182,Not Active,Not Active,Not Active
2210.4,38,36,27.79,29,2190,Not Active,Not Active,Not Active
2220.4,38,36,27.62,15,2367,Not Active,Not Active,Not Active
2230.5,39,35,30.08,30,2096,Not Active,Not Active,Not Active
2240.5,38,36,27.58,32,2071,Not Active,Not Active,Not Active
2250.6,38,36,27.47,29,2064,Not Active,Not Active,Not Active
2260.6,38,36,28.21,28,2083,Not Active,Not Active,Not Active
2270.7,38,36,28.84,24,2247,Not Active,Not Active,Not Active
2280.7,38,36,26.36,12,2236,Not Active,Not Active,Not Active
2290.8,38,36,26.44,14,2108,Not Active,Not Active,Not Active
2300.8,38,36,25.93,29,2108,Not Active,Not Active,Not Active
2310.9,38,36,26.31,13,2104,Not Active,Not Active,Not Active
2320.9,38,36,27.26,38,2135,Not Active,Not Active,Not Active
2331.0,38,36,27.05,26,2109,Not Active,Not Active,Not Active
2341.0,38,36,26.39,16,2108,Not Active,Not Active,Not Active
2351.1,38,36,26.46,14,2108,Not Active,Not Active,Not Active
2361.1,38,36,25.31,19,2105,Not Active,Not Active,Not Active
2371.2,38,36,25.67,13,2105,Not Active,Not Active,Not Active
2381.2,38,36,26.17,27,2105,Not Active,Not Active,Not Active
2391.3,38,36,26.00,12,2105,Not Active,Not Active,Not Active
2401.3,38,36,26.30,13,2105,Not Active,Not Active,Not Active
2411.4,38,36,25.69,26,2105,Not Active,Not Active,Not Active
2421.4,38,36,25.90,11,2105,Not Active,Not Active,Not Active
2431.5,38,36,26.31,14,2105,Not Active,Not Active,Not Active
2441.5,38,36,25.85,29,2105,Not Active,Not Active,Not Active
2451.6,38,36,26.09,11,2105,Not Active,Not Active,Not Active
2461.6,38,36,26.57,23,2105,Not Active,Not Active,Not Active
2471.7,38,36,26.37,28,2105,Not Active,Not Active,Not Active
2481.7,38,36,26.81,18,2105,Not Active,Not Active,Not Active
2491.8,38,36,25.60,15,2112,Not Active,Not Active,Not Active
2501.8,38,36,25.55,16,2113,Not Active,Not Active,Not Active
2511.8,38,36,26.29,15,2113,Not Active,Not Active,Not Active
2521.9,38,36,26.16,24,2113,Not Active,Not Active,Not Active
2531.9,38,36,26.01,16,2112,Not Active,Not Active,Not Active
2542.0,38,36,26.56,13,2113,Not Active,Not Active,Not Active
2552.0,38,36,26.54,28,2112,Not Active,Not Active,Not Active
2562.1,38,36,27.05,18,2112,Not Active,Not Active,Not Active
2572.1,38,36,27.27,30,2116,Not Active,Not Active,Not Active
2582.2,38,36,27.27,21,2107,Not Active,Not Active,Not Active
2592.2,38,36,26.81,30,2107,Not Active,Not Active,Not Active
2602.3,38,36,26.93,15,2106,Not Active,Not Active,Not Active
2612.3,38,36,26.53,27,2106,Not Active,Not Active,Not Active
2622.3,38,36,26.39,16,2106,Not Active,Not Active,Not Active
2632.4,38,36,26.31,30,2106,Not Active,Not Active,Not Active
2642.4,38,36,26.26,21,2106,Not Active,Not Active,Not Active
2652.5,38,36,26.79,16,2106,Not Active,Not Active,Not Active
2662.5,38,36,27.46,28,2106,Not Active,Not Active,Not Active
2672.6,38,36,26.86,21,2106,Not Active,Not Active,Not Active
2682.6,38,36,26.64,16,2106,Not Active,Not Active,Not Active
2692.7,38,36,26.30,25,2106,Not Active,Not Active,Not Active
2702.7,38,36,26.23,28,2106,Not Active,Not Active,Not Active
2712.8,38,36,25.77,18,2106,Not Active,Not Active,Not Active
2722.8,38,36,26.75,23,2106,Not Active,Not Active,Not Active
2732.9,38,36,26.88,33,2106,Not Active,Not Active,Not Active
2742.9,38,36,26.52,22,2106,Not Active,Not Active,Not Active
2753.0,38,36,27.67,29,2106,Not Active,Not Active,Not Active
2763.0,38,36,27.94,25,2132,Not Active,Not Active,Not Active
2773.1,38,36,26.37,13,2143,Not Active,Not Active,Not Active
2783.1,38,36,25.02,4,2139,Not Active,Not Active,Not Active
2793.1,38,36,24.82,10,2139,Not Active,Not Active,Not Active
2803.2,38,36,24.63,4,2139,Not Active,Not Active,Not Active
2813.2,38,36,25.50,17,2110,Not Active,Not Active,Not Active
